input,output,type
updateMday_golden_0160,"SEO : 1) Meta tags dynamiques : title, description, keywords, 2) Open Graph pour social sharing, 3) Sitemap.xml généré automatiquement, 4) Robots.txt configuré, 5) URLs sémantiques : /blog/mon-article, 6) Canonical URLs pour éviter duplicate content, 7) Schema.org structured data (JSON-LD), 8) Performance : page speed, Core Web Vitals, 9) Mobile-first responsive.",analysis
updateMday_golden_0161,"Transactions bancaires : 1) ACID compliance impératif, 2) Double-entry bookkeeping : débit = crédit, 3) Table transactions avec status (pending, completed, failed), 4) Idempotence : même request = même résultat, 5) Reconciliation quotidienne avec la banque, 6) Chiffrement des données sensibles, 7) Audit log complet, 8) PCI DSS compliance si cartes, 9) 2FA pour transactions sensibles.",analysis
updateMday_golden_0162,"Autocomplete performant : 1) Index Trie ou prefix tree, 2) Stocke dans Redis sorted set : ZADD avec score = popularité, 3) Query : ZRANGEBYLEX pour prefix match, 4) Cache client-side : stocke 100 dernières suggestions, 5) Debounce 300ms, 6) Max 10 résultats, 7) Highlight du match, 8) Analytics : track CTR par suggestion, 9) Update index en temps réel ou batch.",analysis
updateMday_golden_0163,"Réputation utilisateur : 1) Score calculé : posts * 1 + comments * 0.5 + votes_received * 2, 2) Badges : débutant (10), contributeur (100), expert (1000), 3) Levels : progression avec paliers, 4) Decay : points expirent après 1 an, 5) Pénalités : spam -50, report validé -100, 6) Leaderboard : top 100 users, 7) Permissions débloquées par niveau, 8) Gamification : streaks, achievements.",analysis
updateMday_golden_0164,"Job queue : 1) Celery avec Redis broker, 2) Définir tasks : @celery.task(bind=True), 3) Enqueue : task.apply_async(args, countdown=10), 4) Workers : celery -A app worker -Q high,low, 5) Priority queues : separate queues, 6) Retry : autoretry_for=(Exception,), max_retries=3, 7) Progress tracking : task.update_state(), 8) Monitoring : Flower dashboard, 9) Timeout : soft_time_limit, hard_time_limit.",analysis
updateMday_golden_0165,"Uploads multiples : 1) Input file avec multiple attribute, 2) FormData côté client avec plusieurs files, 3) Backend : files: List[UploadFile], 4) Validation : type, taille par fichier, 5) Traitement parallèle : asyncio.gather(), 6) Progress bar : chunk upload avec updates, 7) Zip si nombreux fichiers, 8) Preview avant upload, 9) Drag & drop interface.",analysis
updateMday_golden_0166,"Email templating : 1) Jinja2 templates dans /templates/emails/, 2) Base template : header, footer réutilisables, 3) Variables : {{ user.name }}, {{ action_url }}, 4) Inline CSS avec premailer, 5) Plaintext alternative automatique, 6) Preview dans dashboard admin, 7) Versioning des templates, 8) A/B testing de sujets, 9) Unsubscribe link obligatoire.",analysis
updateMday_golden_0167,"Gestion versions API : 1) Stratégies : URL (/v1/), header (Accept: application/vnd.api+json;version=1), 2) Maintiens N et N-1, 3) Deprecation warnings dans responses, 4) Migration guides dans docs, 5) Analytics : usage par version, 6) Sunset policy : 6 mois min avant EOL, 7) Tests rétrocompatibilité dans CI, 8) Changelog détaillé par version.",analysis
updateMday_golden_0168,"Dark mode : 1) Variable CSS : --bg-color, --text-color, 2) Theme toggle : localStorage.setItem('theme', 'dark'), 3) Détection préférence : prefers-color-scheme media query, 4) Classes : .dark appliquée sur body, 5) Transitions smooth entre thèmes, 6) Images : variantes dark/light si nécessaire, 7) Syntax highlighting adapté, 8) Test contraste WCAG AA.",analysis
updateMday_golden_0169,"Migrations zero-downtime : 1) Backward compatible d'abord, 2) Étape 1 : ajoute nouvelle colonne nullable, 3) Déploie code qui écrit dans les deux, 4) Backfill data progressivement, 5) Étape 2 : bascule lectures sur nouvelle colonne, 6) Monitore performance, 7) Étape 3 : supprime ancienne colonne, 8) Blue-green deployment, 9) Rollback plan testé.",analysis
updateMday_golden_0170,"Rapports planifiés : 1) Table scheduled_reports (name, query, recipients, cron), 2) Scheduler exécute selon cron, 3) Génère rapport (CSV, PDF, Excel), 4) Envoie par email ou upload vers S3, 5) Template customizable, 6) Filtres dynamiques : date range, categories, 7) Preview avant planification, 8) Historique des exécutions, 9) Pause/resume capability.",analysis
updateMday_golden_0171,"Suggestions de recherche : 1) Log toutes les queries dans search_log, 2) Agrégation : queries populaires par jour, 3) Trie par fréquence et recency, 4) Filtre : min 3 caractères, pas de queries sensibles, 5) API /suggest?q=prefix limit 10, 6) Cache dans Redis avec TTL 1h, 7) Personnalisation : historique user, 8) Analytics : CTR, conversions par suggestion.",analysis
updateMday_golden_0172,"Feature toggles avancés : 1) Conditions : user_role, percentage_rollout, date_range, 2) Évaluateur : evaluate_feature(name, context), 3) Context : user info, request metadata, 4) Targeting rules : if user.email.endswith('@company.com'), 5) Kill switch : désactive instantanément, 6) Metrics : adoption par feature, 7) Cleanup : supprime flags anciens, 8) SDK : LaunchDarkly, Unleash.",analysis
updateMday_golden_0173,"Config multi-env : 1) Fichiers : config.dev.py, config.prod.py, 2) Env var : ENV=production, 3) Chargement : config = import(f'config.{ENV}'), 4) Secrets : jamais en dur, toujours depuis vault, 5) Validation : Pydantic BaseSettings, 6) Overrides locaux : .env.local, 7) Defaults sensés pour dev, 8) Documentation des variables requises.",analysis
updateMday_golden_0174,"Rate limiting granulaire : 1) Décorateur par endpoint : @limiter.limit('10/minute'), 2) Limites différentes : /login (5/min), /api (100/min), 3) Identifiant : IP, user_id, API key, 4) Stockage compteurs : Redis INCR avec EXPIRE, 5) Headers response : X-RateLimit-Limit, X-RateLimit-Remaining, 6) 429 avec Retry-After, 7) Burst allowance : token bucket, 8) Whitelist pour admins.",analysis
updateMday_golden_0175,"Feedback utilisateur : 1) Widget dans l'app : bouton feedback, 2) Formulaire : type (bug, feature, question), message, screenshot, 3) Métadonnées : page, user, browser, timestamp, 4) Stockage : DB + notification Slack, 5) Statut : open, in-progress, resolved, closed, 6) Réponse à l'utilisateur par email, 7) Public roadmap : vote sur features, 8) Analytics : sentiment analysis.",analysis
updateMday_golden_0176,"Cache prédictif : 1) ML model prédit les prochaines queries, 2) Features : historique user, heure, jour semaine, 3) Précharge le cache avant la demande, 4) Warm-up cache après déploiement, 5) Prefetch : anticipe les next pages, 6) Edge cases : nouveau user sans historique, 7) Metrics : hit rate avant/après prédiction, 8) Fallback : cache classique si prédiction échoue.",analysis
updateMday_golden_0177,"Dépendances circulaires : 1) Détection : analyse du graphe de dépendances, 2) Refactoring : extraction en service partagé, 3) Event-driven : services publient events, pas d'appels directs, 4) API gateway : centralise les appels, 5) Lazy loading : import au besoin, pas au top level, 6) Dependency injection : inversion of control, 7) Monitoring : alerte sur cycles détectés.",analysis
updateMday_golden_0178,"Offline-first : 1) Local storage : IndexedDB pour données, 2) Service worker : cache assets, 3) Queue mutations : stocke en local si offline, 4) Sync quand online : background sync API, 5) Conflict resolution : timestamp, vector clocks, 6) Optimistic UI : update immédiat, rollback si erreur, 7) Delta sync : seulement changements, 8) Indicators : badge offline/online.",analysis
updateMday_golden_0179,"CMS headless : 1) API-first : endpoints CRUD pour content types, 2) Modèles flexibles : JSON schema, custom fields, 3) Versioning : drafts, published, archived, 4) Media management : upload, transformations, CDN, 5) Roles : author, editor, publisher, 6) Preview : webhook pour regénérer static site, 7) Webhooks : notif sur publish, 8) Multi-langue : i18n fields, 9) GraphQL ou REST.",analysis
updateMday_golden_0180,"Logs analytics : 1) Collecte : structured logs JSON, 2) Agrégation : Elasticsearch, 3) Indexation : par timestamp, service, level, 4) Queries : Kibana DSL ou SQL, 5) Dashboards : erreurs/min, P95 latency, 6) Alertes : spike detection, error rate threshold, 7) Retention : 30j hot, 90j warm, archive cold, 8) Sampling : 100% errors, 10% info.",analysis
updateMday_golden_0181,"Updates temps réel : 1) Long polling : requête tient jusqu'à nouveau data, 2) Server-Sent Events (SSE) : unidirectionnel server→client, 3) WebSocket : bidirectionnel, 4) Stratégie : SSE pour notifications, WS pour chat, 5) Reconnection automatique avec backoff, 6) Heartbeat pour détecter connexions mortes, 7) Fallback polling si WS indisponible, 8) Optimistic updates côté client.",analysis
updateMday_golden_0182,"Permissions granulaires : 1) Modèle : user-role-permission + resource-specific, 2) Format permission : resource:action (post:edit, user:delete), 3) Ownership : check if user.id == resource.owner_id, 4) Hierarchical : admin hérite de editor hérite de viewer, 5) Dynamic : évalue au runtime based on context, 6) Cache : permissions par user dans Redis, 7) Audit : log tous les access checks, 8) UI : disable/hide selon permissions.",analysis
updateMday_golden_0183,"Multi-tenancy : 1) Stratégie : shared DB avec tenant_id (économique), separate DB par tenant (isolation), 2) Middleware : extrait tenant depuis subdomain ou header, 3) Query filter : WHERE tenant_id = current_tenant, 4) Row-level security : policies PostgreSQL, 5) Isolation données : pas de cross-tenant queries, 6) Billing séparé par tenant, 7) Customization : config par tenant, 8) Monitoring par tenant.",analysis
updateMday_golden_0184,"Collaborative filtering : 1) Matrix user-item : ratings sparse, 2) User-based : similarité entre users, recommande ce que similar users aiment, 3) Item-based : similarité entre items, recommande items similaires, 4) Métriques : cosine similarity, Pearson correlation, 5) Cold start : nouveaux users/items sans données, 6) Hybrid : combine avec content-based, 7) Implicit feedback : views, clicks pas ratings, 8) ALS : Alternating Least Squares pour factorization.",analysis
updateMday_golden_0185,"Images responsive : 1) srcset : <img srcset='small.jpg 400w, large.jpg 1200w'>, 2) sizes : indique largeur affichée selon viewport, 3) Génère multiples résolutions à l'upload, 4) Format moderne : WebP avec fallback JPEG, 5) Lazy loading : loading='lazy', 6) Art direction : <picture> avec media queries, 7) CDN avec transformations on-the-fly, 8) Placeholders : LQIP ou BlurHash.",analysis
updateMday_golden_0186,"Gestion de leads : 1) Capture : formulaires, landing pages, API, 2) Scoring : engagement, fit (industry, size), 3) Statuts : new, contacted, qualified, converted, lost, 4) Assignment : round-robin ou rule-based, 5) Nurturing : automated email sequences, 6) Tracking : activities, notes, timeline, 7) Conversion : crée customer record, 8) Analytics : funnel, conversion rate, time-to-convert, 9) Intégrations : CRM, email.",analysis
updateMday_golden_0187,"Notifications par catégorie : 1) Table categories : security, billing, social, updates, 2) User preferences : enable/disable par catégorie, 3) Channels : email, push, SMS, in-app, 4) Delivery rules : if category==security then all channels, 5) Batching : agrège notifications similaires, 6) Digest : résumé quotidien/hebdo, 7) Quiet hours : respecte timezone user, 8) Unsubscribe : par catégorie ou global.",analysis
updateMday_golden_0188,"Versions de documents : 1) Table document_versions (doc_id, version, content, author, timestamp), 2) Version : auto-increment ou semantic, 3) Storage : S3 avec versioning activé, 4) Diff : algoritme diff pour changements, 5) Restore : copie version antérieure comme latest, 6) Compare : côte-à-côte ou unified diff, 7) Branching : draft branches avant merge, 8) Lock : empêche éditions concurrentes.",pr
updateMday_golden_0189,"Validation errors : 1) Pydantic : retourne détails par champ, 2) Format : {field: 'email', message: 'Invalid format', value: '...'}, 3) I18n : messages traduits, 4) Frontend : affiche sous chaque input, 5) Codes erreur : catégorise (INVALID_FORMAT, REQUIRED, OUT_OF_RANGE), 6) Suggestions : 'Did you mean name@example.com?', 7) Bulk validation : retourne toutes les erreurs, pas seulement la première.",analysis
updateMday_golden_0190,"Trending recommendations : 1) Score : (views * 0.5 + shares * 2 + comments * 1) / age_hours, 2) Time decay : pénalise items anciens, 3) Window : dernières 24h ou 7j, 4) Boost : featured items, nouveautés, 5) Diversity : évite domination d'un type, 6) Personalization : blend trending + user preferences, 7) Refresh : recalcul toutes les heures, 8) Cache : Redis sorted set.",analysis
updateMday_golden_0191,"Campagnes marketing : 1) Modèle : Campaign (name, type, start/end dates, budget, status), 2) Segmentation : audiences basées sur critères, 3) Channels : email, SMS, push, ads, 4) Scheduling : send_at ou triggered events, 5) A/B testing : variantes subject, content, CTA, 6) Tracking : opens, clicks, conversions, ROI, 7) Automation : drip campaigns, workflows, 8) Reporting : dashboards, attribution.",analysis
updateMday_golden_0192,"Gestion stock temps réel : 1) Table inventory (product_id, quantity, reserved), 2) Available : quantity - reserved, 3) Transaction : BEGIN, UPDATE, check availability, COMMIT, 4) Lock pessimiste pour concurrency, 5) Reservation : réserve pendant checkout, 6) Timeouts : libère réservations expirées, 7) Alerts : low stock notification, 8) Sync : avec warehouse system, 9) Audit log : toutes modifications.",pr
updateMday_golden_0193,"Déploiement canary : 1) Déploie nouvelle version sur petit subset (5%), 2) Route trafic : load balancer avec weights, 3) Monitoring : erreurs, latency, business metrics, 4) Gradual rollout : 5% → 25% → 50% → 100%, 5) Rollback automatique si erreur rate > seuil, 6) Feature flags : enable progressivement features, 7) Duration : chaque phase 30-60min, 8) Communication : status page.",analysis
updateMday_golden_0194,"Gestion de contrats : 1) Modèle : Contract (parties, terms, start/end, value, status), 2) Workflow : draft → review → approval → signed → active, 3) E-signature : intégration DocuSign ou HelloSign, 4) Templates : clauses réutilisables, 5) Alerts : renouvellement 30j avant expiration, 6) Versions : track modifications, 7) Storage : encrypted PDF dans S3, 8) Search : full-text sur contenu, 9) Reports : par type, statut, valeur.",analysis
updateMday_golden_0195,"Tickets support : 1) Modèle : Ticket (subject, description, priority, status, assignee), 2) Statuts : new, open, pending, resolved, closed, 3) SLA : time-to-first-response, time-to-resolution, 4) Assignment : auto-assign par catégorie ou skill, 5) Escalation : si SLA breach, 6) Canned responses : templates rapides, 7) Knowledge base : articles liés, 8) Customer portal : view/create tickets, 9) Analytics : volume, CSAT, resolution time.",analysis
updateMday_golden_0196,"Workflows : 1) Définition : DAG (directed acyclic graph), 2) Nodes : tasks avec inputs/outputs, 3) Edges : transitions conditionnelles, 4) Execution engine : évalue et exécute séquentiellement, 5) State machine : track état actuel, 6) Parallel execution : fork/join, 7) Retry policies : par task, 8) Audit trail : log transitions, 9) Visual editor : drag-drop pour créer workflows.",analysis
updateMday_golden_0197,"Timeout et retry : 1) Timeout : httpx.Timeout(connect=5, read=10), 2) Retry : tenacity avec wait_exponential, 3) Backoff : 1s, 2s, 4s, 8s, 4) Max attempts : 3-5, 5) Retry sur : 5xx, timeouts, network errors, 6) PAS retry sur : 4xx client errors, 7) Idempotency : safe pour GET, PUT, DELETE, 8) Circuit breaker : stop après N failures, 9) Logging : track retry attempts.",analysis
updateMday_golden_0198,"Lead scoring : 1) Démographique : industry match (+10), company size (+15), 2) Comportemental : email open (+5), page views (+2), download (+10), 3) Engagement : frequency, recency, 4) Negative : unsubscribe (-20), spam report (-50), 5) Threshold : score > 70 = hot lead, 6) Decay : score réduit si inactif, 7) ML model : predict conversion probability, 8) Auto-assign hot leads immédiatement.",analysis
updateMday_golden_0199,"Gestion rendez-vous : 1) Modèle : Appointment (client, provider, start/end, service, status), 2) Disponibilités : recurring schedule + exceptions, 3) Booking : check availability, create + send confirmation, 4) Reminders : email/SMS 24h et 1h avant, 5) Cancellation : policy, deadlines, fees, 6) Rescheduling : find alternative slots, 7) Waitlist : notify si slot libéré, 8) Calendar sync : iCal export, Google Calendar.",analysis
updateMday_golden_0200,"Gestion de projets : 1) Modèle : Project (name, description, start/end, team, status), 2) Tasks : assignee, due_date, priority, dependencies, 3) Milestones : key deliverables, 4) Timeline : Gantt chart view, 5) Board : Kanban status columns, 6) Time tracking : log hours per task, 7) Collaboration : comments, attachments, mentions, 8) Reports : burndown, velocity, budget vs actual, 9) Templates : project types.",analysis
updateMday_golden_0201,"Dépendances asynchrones : 1) DAG : définit ordre d'exécution, 2) Celery chain : task1.s() | task2.s() | task3.s(), 3) Group : parallèle, 4) Chord : group puis callback, 5) Workflow engine : Airflow, Prefect, 6) State management : track completion, 7) Error handling : rollback ou skip rest, 8) Monitoring : visualize DAG execution.",analysis
